"","tweet","existence","existence.confidence","binary"
"2415","only climate change that exists is summer fall winter spring","N",1,1
"2416","i rated a out of stars s snow global a","N",1,1
"2417","what s hot the junk mail industry when it comes to curbing climate change some things are","Y",1,0
"2418","family in as the blizzard hit had a little fun at the expense of al gore and global warming","N",0.6928,1
"2419","great global warming collapse","N",0.6769,1
"2420","yeah i really want some global warming now must increase carbon footprint","N",0.6616,1
"2421","i m feeling global warming here as i m sore from digging out over feet of snow","N",1,1
"2422","here s your climate on why bogus global warming consensus is fading fast","N",1,1
"2423","and we say global warming","N",0.6706,1
"2424","snow covers washington must hand it to he promised to end global warming and did so in one year","Y",0.6634,0
"2425","global warming hysteria another false claim exposed in","N",1,1
"2426","power is out is fun at least i have beer global warming fail","N",1,1
"2427","least favorite aspect of a snowstorm encourages the inveighing global warming as a hoax","Y",0.6774,0
"2428","well this type of storm is always fleeting in people s minds but it t help the climate change people","N",1,1
"2429","amused at climate change deniers who wryly refer to snow as global warming they re a bit closer to the mark than they think","Y",1,0
"2430","well it sounds nicer what we got d c is in the middle of our third snowiest winter ever damn global warming","N",0.6809,1
"2431","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.6602,1
"2432","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.7132,1
"2433","what s hot coo to put the brakes on climate change the us chamber you probably heard about the","Y",0.6462,0
"2434","up our question to put the brakes on climate change we can win this like we won","Y",1,0
"2435","global warming at its best nearly shut down some areas got inches","N",0.683,1
"2436","more on why bogus global warming consensus is fading fast","N",1,1
"2437","home can i reschedule my global warming pitch just think if you finally got on the schedule to do a pitch","Y",0.6455,0
"2438","more on why bogus global warming consensus is fading fast","N",1,1
"2439","more on why bogus global warming consensus is fading fast margaret globe and mail explains w","N",1,1
"2440","i can practically hear all of the climate change deniers frothing at the mouth over this snowstorm so sad they confuse weather climate","Y",0.6377,0
"2441","more on why bogus global warming consensus is fading fast","N",0.7333,1
"2442","more on why bogus global warming consensus is fading fast","N",1,1
"2443","more on why bogus global warming consensus is fading fast margaret globe and mail explains w","N",1,1
"2444","more on why bogus global warming consensus is fading fast","N",1,1
"2445","for those that t see it this you think global warming is a bad thing","N",0.6301,1
"2446","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","Y",0.3638,0
"2447","global warming is not the established reality credible news sources the world over are debunking it in","N",0.7064,1
"2448","india abandons un s intergovernmental panel on climate change as untrustworthy","N",1,1
"2449","not at all if that were the case i d believe in the stimulus global warming and national health care","N",0.6914,1
"2450","oceans reveal further impacts of climate change","Y",0.6746,0
"2451","coo to put the brakes on climate change us up this q climate green","Y",0.655,0
"2452","a great article explaining reasons why people are not convinced by the man made global warming claims","N",0.7191,1
"2453","michael scott sabre change really t a good thing just ask the climate","Y",0.8185,0
"2454","dear global warming having a frozen hell of a time wish you were here love east coast","N",0.7048,1
"2455","paper great global warming collapse","N",0.6789,1
"2456","global warming is","N",0.708,1
"2457","s world people s conference on climate change and mother earth kicks off in","Y",0.6038,0
"2458","snow covers washington must hand it to he promised to end global warming and did so in one year","N",0.6408,1
"2459","utah state representative claims climate change is a conspiracy aimed at population control","N",1,1
"2460","harsh winter caused by climate change earth matters climate change stories harsh winter caused by climate change","Y",1,0
"2461","at behest of king coal and big ag ike and collin global warming","Y",0.665,0
"2462","michael scott sabre change really t a good thing just ask the climate","Y",0.5157,0
"2463","if global warming gets any worse i am going to have to buy a snow blower","Y",0.6565,0
"2464","if you think global warming is a bad thing","N",0.3524,1
"2465","welcome to twitter my roommate and climate change follow her so she stop making fun of me","N",0.6605,1
"2466","utah state representative claims climate change is a conspiracy aimed at population control","N",1,1
"2467","most snow we had in years if you believe in global warming please check into an institution because you been brain washed","N",1,1
"2468","climate change and invasive species via wildlife invasive","Y",1,0
"2469","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",1,1
"2470","snow covers washington must hand it to he promised to end global warming and did so in one year","Y",0.6527,0
"2471","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.7323,1
"2472","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",1,1
"2473","scientists refute utah committee s global warming","N",0.6575,1
"2474","reminds me we need to redouble our efforts to fight global warming","Y",0.6574,0
"2475","knee jerk no fly ban discredits global warming alarmists with european governments coming under","N",0.3614,1
"2476","part of a three part series about the challenges of communicating climate change","Y",1,0
"2477","great global warming collapse","N",1,1
"2478","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.6739,1
"2479","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.6528,1
"2480","historic snow storm in washington third this year where is al gore to explain it snows this heavily as a sign global warming is imminent","N",1,1
"2481","just shoveled for over an hour oy according to cold weather and snow is proof of global warming","N",0.5261,1
"2482","foot snow drifts in good job global warming your","N",0.6413,1
"2483","great global warming collapse","N",1,1
"2484","to get motivated to scoop more than a foot of global warming off my driveway","N",0.6407,1
"2485","heavy snow adjusted for global warming sunny","N",1,1
"2486","i am assured scientists at east are working hard to show was caused by global warming numbers almost cooked er ready","N",1,1
"2487","i am assured scientists at east are working hard to show was caused by global warming numbers almost cooked er ready","N",0.6572,1
"2488","global warming","Y",0.6555,0
"2489","not saying that climate change t possible but man made is look at models levels higher in ice age","Y",0.4701,0
"2490","bill o this is not fucking up for debate climate change is real and it s manmade","Y",1,0
"2491","ok but climate change models say stronger storms we have stronger storms now so model is wrong","N",0.629,1
"2492","sigh not really earth s magnetic field and solar activity t factored into climate change models","N",0.6801,1
"2493","huh stronger storms are consistent with climate change models","N",0.3483,1
"2494","those are taxes i don t mind paying it s the taxes funding climate change research that bother me that s been really useful","N",1,1
"2495","i hate winter i m a big fan of global warming","Y",1,0
"2496","i m prepared to get on a plane punch my first friend who points to this storm as evidence of global warming being a hoax","Y",0.6895,0
"2497","oddball winter weather has been linked to global warming check out the story on the","Y",1,0
"2498","overwhelming evidence of global warming falling from the sky in beck live at","N",1,1
"2499","check out a report evidence of global warming in beck live at","Y",1,0
"2500","tell al gore i don t like this global warming get the boots out monday another storm is behind this bad boy","N",0.6895,1
"2501","someone let them know that global warming does not connote higher physical temperatures please","Y",1,0
"2502","virginia releases inane video contending that because of a single snowstorm global warming must be a farce","N",0.4911,1
"2503","how come i don t hear the usual suspects today claiming that global warming causes blizzards","N",1,1
"2504","invasive news invasive period of climate change india business invasive specie","Y",0.6539,0
"2505","new post inches of global warming video","Y",0.6771,0
"2506","really cannot grasp that snow in one state t refute global climate change idiots","Y",1,0
"2507","concisely put a link to send all the idiots who think this year s storms mean global warming is a farce","Y",0.6796,0
"2508","wow is serious overwhelming evidence of global warming falling from the sky in right now up to of it","Y",0.6833,0
"2509","well of course i think we can all agree this disaster proves once and for all that global warming t exist","N",0.6655,1
"2510","an fail seriously inches of global warming is killer stupid climate","Y",0.7105,0
"2511","i studied earth science as an grad student this is proven science fact not open to debate like global warming","N",1,1
"2512","to anyone that conflates with global warming skepticism","Y",1,0
"2513","blizzard in called guy told me inches coming out where i live huh deep fodder for climate change","N",0.6568,1
"2514","invasive news invasive period of climate change portugal","Y",0.7053,0
"2515","just attended an excellent board meeting great policy shop present challenges on global warming front","Y",1,0
"2516","it s settled global warming science is sloppy","N",0.6891,1
"2517","it s settled global warming science is sloppy","N",0.6902,1
"2518","it s settled global warming science is sloppy from the dutch news according to the last report published","N",1,1
"2519","what s new forests are growing faster climate change accelerated growth","Y",1,0
"2520","boy global warming is one slick buster","N",0.6597,1
"2521","videos how we know humans are changing the climate and climate change is a clear and present danger","Y",1,0
"2522","","Y",0.6323,0
"2523","global warming science sound just a problem","Y",0.6917,0
"2524","i think we can all agree this disaster proves once and for all that global warming t exist","N",1,1
"2525","utah nat resources committee passes resolution denying the existence of climate change utah still crazy","N",0.6672,1
"2526","washington is going to have to shovel up to feet of global warming","Y",0.4454,0
"2527","waiting for drudge to juxtapose a story about with one about climate change with a corny joke caption only a matter of time","Y",0.6585,0
"2528","washington is going to have to shovel up to feet of global warming","Y",0.6533,0
"2529","galen is global warming another snow job blizzard","N",1,1
"2530","energy and global warming news for february how activists took on oil companies calif","Y",0.8123,0
"2531","a hit with global warming as temperatures reach a record high green","Y",1,0
"2532","global warming science sound just a problem","Y",0.6882,0
"2533","shorter virginia it s snowing so global warming is bunk","N",0.6607,1
"2534","mocks those who trust science of global warming like bob","Y",0.653,0
"2535","mocks those who trust science of global warming like bob","N",0.7024,1
"2536","homes that are subject to climate change pictures","Y",1,0
"2537","bulgaria antarctic expedition partakes in climate","Y",0.6603,0
"2538","won t protect pika endangered by climate change b","Y",1,0
"2539","wrote a column last winter that global warming led to rare snow in fail","N",0.5071,1
"2540","so much for global warming p","N",1,1
"2541","news impacts of climate change","Y",1,0
"2542","another epic snowstorm in and other climate change surprises climate","Y",0.71,0
"2543","stratospheric water vapor is a global warming wild card a percent drop in water vapor ten miles above earth s","Y",1,0
"2544","failure india forms new climate change body","Y",0.6662,0
"2545","watch the ad inches of global warming","N",0.7133,1
"2546","because of climate change of course","N",1,1
"2547","more climate change in action extra snowy winter brought to you by warm el moisture","N",0.518,1
"2548","could climate change be contributing to this","Y",0.4868,0
"2549","whole northern hemisphere is colder this winter snowfalls in china and must be global warming","N",0.6646,1
"2550","global warming will stop the snow fall","Y",0.6801,0
"2551","while i wait in for blizzard a reminder that waves of weird wet are consistent with global warming video","Y",1,0
"2552","global philanthropy forum starts today view presentations on global health climate change more","Y",0.6804,0
"2553","climate change human health briefing today on capitol hill house cannon senate","Y",0.6828,0
"2554","do you agree lawmaker climate change just ruse to control population","N",0.7064,1
"2555","best of luck if our new centre for climate change will be funded by austrian","Y",0.6678,0
"2556","i m just making a funny but yes global warming is","Y",1,0
"2557","to hunker down and the storm out are calling it historical so much for global warming","N",0.7137,1
"2558","how is denying new info on abstinence any different from denying climate change","Y",0.6165,0
"2559","hot air video o jon stewart on foreign policy global warming exciting conclusion to last","Y",0.6459,0
"2560","abc labels leading global warming scientist","Y",1,0
"2561","us government finds that pika is not at from climate change climate","Y",0.6402,0
"2562","us government finds that pika is not at from climate change u s government will p climate","Y",1,0
"2563","much change is not a good thing just ask the climate michael scott","Y",0.6751,0
"2564","much change is not a good thing ask the climate michael scott","Y",1,0
"2565","much change is not a good thing just ask the climate michael scott","Y",1,0
"2566","much change is not a good thing ask the climate","Y",1,0
"2567","pete how do we combat them them we got global warming financial crisis energy crisis terrorism they leave","N",0.643,1
"2568","post climate change geopolitical force","Y",0.6611,0
"2569","overall pretty orderly in considering the global warming headed our way","Y",0.6824,0
"2570","i wonder if the massive snowstorm about to shut down is the result of global warming","Y",0.6517,0
"2571","un ambassador pablo solon on the world peoples summit on climate change mother earth","Y",0.6446,0
"2572","on the military leading on climate change why won to military anymore","Y",0.674,0
"2573","why climate change in australia has grown from a fringe argument into a mainstream political movement","N",0.6957,1
"2574","i m the of climate change the impossible for last minute meetings bitches","N",0.6941,1
"2575","s hockey stick graph that shows humans are causing climate change is after intense scrutiny","Y",0.6472,0
"2576","i don t think there s any global warming seriously i think we re headed for an ice age","N",1,1
"2577","new video experts talk climate change extreme weather and insuring the next katrina","Y",1,0
"2578","op free and in sync climate change threatens national security","Y",1,0
"2579","would like to thank the for ruining his birthday plans where is global warming when you need it","N",0.7136,1
"2580","oceans reveal further impacts of climate change increasing acidity of the world s oceans and that acidity","Y",1,0
"2581","oceans reveal further impacts of climate change increasing acidity of the world s oceans and that acidity","Y",1,0
"2582","posted climate change is a clear and present danger to blip tv file","Y",1,0
"2583","global warming hysteria about elevation of the netherlands","N",0.6779,1
"2584","be sure to check out change your climate change our world contest videos and leave your comments","Y",0.6544,0
"2585","michael at how climate change fanatics corrupted science","N",1,1
"2586","yay another is on way dare i say it climate change and again kicking myself for not bringing my skis","Y",0.6611,0
"2587","sea grant awards mini grants to help communities adapt to climate change","Y",1,0
"2588","i love it has gone nowhere so global warming deniers have started is out","N",0.5072,1
"2589","i love it has gone nowhere so global warming deniers have started is out","Y",1,0
"2590","op free and in sync climate change threatens national security","Y",0.6489,0
"2591","magazine has a problem with global warming by alan bryan walsh has a great career in","N",0.6761,1
"2592","u n climate change body blasted by","N",0.6566,1
"2593","enlisting a drug discovery technique in the battle against global warming climate","Y",1,0
"2594","invasive plants are beneficiaries of climate change ins woods","Y",1,0
"2595","check out philanthropy info on climate change from the foundation center green","Y",0.6651,0
"2596","invasive plants are beneficiaries of climate change ins woods e","Y",0.6957,0
"2597","misreading of polls is playing into the hands of climate change deniers","Y",0.7018,0
"2598","u n climate change body blasted by c","N",0.3806,1
"2599","lindsay graham getting public love from someone needs to tell graham that climate change is a proven lie","N",1,1
"2600","wetlands prairies more sensitive to climate change than previously thought waterfowl potholes","Y",1,0
"2601","preparing for the global warming event this weekend","Y",1,0
"2602","methane new climate change indicator via green","Y",1,0
"2603","new foundry post climate change scientific consensus cloudy as ever","Y",0.4918,0
"2604","political talk shows discuss global warming is science fiction","N",1,1
"2605","bin laden joins global warming","Y",0.6702,0
"2606","what global warming","N",0.6228,1
"2607","so its in the today and tomorrow they re calling for another blizzard yes global warming is real","N",0.6773,1
"2608","our team is mapping geopolitics of climate change this morning which countries blocks do you think are most important why","Y",1,0
"2609","global warming update","Y",1,0
"2610","canada s wolverine population declines climate change and lack of more x men sequels","Y",1,0
"2611","expecting more feet of global warming this weekend","Y",0.6664,0
"2612","on climate change i compare to surprisingly interesting","Y",1,0
"2613","post drug discovery technique could help in the battle against global warming","Y",1,0
"2614","of snow ok that s it everyone go buy all the aerosols you can go outside and start spraying i m now cheering on global warming","N",1,1
"2615","economics and politics align for climate change says energy efficiency in recession requires political will","Y",1,0
"2616","man i love global warming","Y",1,0
"2617","i love it has gone nowhere so global warming deniers have started is out","Y",0.6978,0
"2618","coal caucus at odds with mining industry on climate change","Y",0.6801,0
"2619","un official says climate change science robust despite errors in panel","Y",0.6756,0
"2620","vice president climate change world wildlife fund we are seeking a vice president climate change to provide t","Y",0.6585,0
"2621","approaches that will inspire others to take small steps toward change environment climate","Y",0.6953,0
"2622","gets a message from global warming scientist warner","Y",0.6957,0
"2623","global the president","N",1,1
"2624","fossil fuels and climate change are national b","Y",0.6386,0
"2625","fossil fuels and climate change are national","Y",1,0
"2626","lovely another foot of global warming coming our way this weekend","Y",1,0
"2627","approaches that will inspire others to take small steps toward change environment climate","Y",0.6735,0
"2628","global warming gore hockey stick slammed by top british statistician","N",0.6467,1
"2629","for those doubting global warming because of this snow having warmest winter on record it s called a trend line","Y",1,0
"2630","it s the global warming gods jo everything s all whacked up and around and inside out and upside down","N",0.6869,1
"2631","pretty big former senator warner ties climate change to security issues","Y",0.6922,0
"2632","pretty big former senator warner ties climate change to security issues","N",0.3568,1
"2633","pretty big former senator warner ties climate change to security issues","Y",0.6334,0
"2634","pretty big former senator warner ties climate change to security issues","Y",0.6602,0
"2635","ok so the global warming issue is becoming a heist who s going jail un","N",0.7092,1
"2636","for those of you doubting global warming because of this snow has had it s warmest winter on record it s called a trend line","Y",1,0
"2637","for those of you doubting global warming because of this snow has had it s warmest winter on record it s called a trend line","Y",1,0
"2638","pretty big former senator warner ties climate change to security issues","Y",0.6713,0
"2639","hill devotes article to baseless global warming attacks gore bashing climate","Y",0.4767,0
"2640","why massive snow in is global warming","N",0.6548,1
"2641","why massive snow in is global warming","Y",0.6708,0
"2642","out east is due to global warming","Y",0.6291,0
"2643","many scientists believe the is more evidence of climate change a k a warming","Y",0.6837,0
"2644","i m embarrassed to live in a country where elected officials cite a snowstorm as proof that global warming is a hoax","Y",1,0
"2645","wow we had a blizzard an earthquake that you global warming believers","Y",1,0
"2646","what t evidence of many scientists believe the is more of climate change aka warming","N",0.6957,1
"2647","getting me have decided that the snow is proof is no global warming gloat","N",0.4935,1
"2648","enough with the what global warming idiocy it s neither funny nor original and the bizarre snowfall is a climate change","Y",1,0
"2649","al gore where s your global warming now","N",0.724,1
"2650","can t believe that people think excess snow makes global warming a reality wow read some books","Y",1,0
"2651","unreal yahoo headline analysis how global warming makes blizzards worse","Y",0.6483,0
"2652","guardian bolivia climate change talks to give poor a voice groups on of global warming head to","Y",1,0
"2653","how intergovernmental panel on climate change","Y",0.6729,0
"2654","moron snow storms al gore s hysterical global warming","N",0.6442,1
"2655","just like evolution climate change","Y",1,0
"2656","magazine claims global warming makes blizzards worse","Y",0.6782,0
"2657","global warming will make world more fragrant","Y",0.5046,0
"2658","global warming my ass fuck you al gore","N",1,1
"2659","global warming key element in us strategy","Y",0.6135,0
"2660","hood tax a tiny tax on bankers that would give billions to tackle poverty and climate change here and","Y",0.6466,0
"2661","re that global warming article indeed can definitely make shit up we t need a article to tell us that","N",0.6467,1
"2662","guardian bolivia climate change talks to give poor a voice groups on of global warming head to","Y",0.6944,0
"2663","politics science collide storms which is why we need to drop warming word use climate change","Y",1,0
"2664","don t worry with global warming you will be at the beach swimming in march","Y",0.6784,0
"2665","understanding climate change s an for that","Y",0.6476,0
"2666","you saying he t gore won t give up on the global warming gig he still thinks he invented the","N",1,1
"2667","crippled by blizzard announces new global warming agency by phone","Y",0.6532,0
"2668","morning everybody any of you still skeptical about the effects of global warming or do you think the end is near","Y",1,0
"2669","global warming in one state at power line","Y",0.6999,0
"2670","mag how global warming makes blizzards worse fail","Y",1,0
"2671","political barriers and lack of good data weather modification is not climate change would like to see back of envelope","N",1,1
"2672","u s climate change portal could birth entirely new industries","Y",0.7038,0
"2673","sec of climate more at","Y",0.6437,0
"2674","the in the is really subpar so far i finally believe in global warming","Y",0.6987,0
"2675","dripping with irony senate committee hearing on global warming impacts postponed because of snow warmers","N",0.8055,1
"2676","i rated a out of stars was behind global warming a","N",0.6649,1
"2677","check this video out was behind global warming","Y",0.6346,0
"2678","on global warming bunch of snake oil science","N",0.6975,1
"2679","change announcement love the irony","N",0.528,1
"2680","belief in human role in global warming is down but green purchasing is up","Y",0.6694,0
"2681","what do the proponents of global warming consider normal climate change global warming","Y",1,0
"2682","so in other words global climate change has its benefits i could live with this","Y",0.6751,0
"2683","s says climate change may accelerate instability or conflict and energy are two key security issues","Y",0.6529,0
"2684","no but sometimes i think the should do an episode on this whole global warming thing","Y",0.6349,0
"2685","crop production global warming melting away doc is in","Y",1,0
"2686","climate change in u s in colorado dying not enough water in calif hurricane katrina as act of man","Y",1,0
"2687","guest article chemicals management and climate change chemicals are an integral part of the daily life w","Y",1,0
"2688","attention knuckle draggers unusual snowfall in d c is because of climate change not in spite of it morons","Y",1,0
"2689","i don t know anymore global warming oops climate change","N",0.648,1
"2690","sledding for the global warming alarmists star ledger global warming","N",0.6746,1
"2691","another snowstorm heads for washington white house creating global warming office green politics","Y",0.6585,0
"2692","another snow day inches and still snowing must be global warming","N",0.6587,1
"2693","population control and climate change part news","Y",0.6597,0
"2694","i am you because of that idiotic global warming cartoon it s trite and off the mark","N",0.6591,1
"2695","yea happened to global warming","N",0.6399,1
"2696","darn global warming you re it wrong where is my extended summer vacation","Y",1,0
"2697","global warming wash gets record snow fall another in tomorrow god is clearly on the side of the cons brilliant","Y",0.4916,0
"2698","global warming facts facts about crude oil","Y",0.6959,0
"2699","hey al gore could you sprinkle some global warming fairy dust on my car tonight we re supposed to get inches of snow by the morning","N",1,1
"2700","new climate agency so spend more for something no one is in control of or can change brilliant dang it s cold outside","N",0.6672,1
"2701","rally april","Y",0.695,0
"2702","as sea of climate change denial via","Y",1,0
"2703","apparently the administration is proposing a climate service agency to study climate change another excellent use of taxpayer","N",0.6145,1
"2704","global warming degrading arctic faster than first thought","Y",1,0
"2705","winter will likely do more to put a dagger in the heart of the global warming cause than all the right together","N",0.7067,1
"2706","group of people who would be most displeased with this winter are the global warming activists","N",1,1
"2707","dear stupid people storms no global warming you re stupid love shut up via","Y",0.7164,0
"2708","dear stupid people storms no global warming you re stupid love shut up via","Y",1,0
"2709","dear stupid people storms no global warming you re stupid love shut up","Y",1,0
"2710","no man made climate crisis global warming is a hoax global warming","N",1,1
"2711","federal climate change agency being formed green","Y",0.6453,0
"2712","national ocean service new federal climate change agency forming o","Y",0.6582,0
"2713","my left foot is slightly smaller than my right is due to global warming off your shoes look","N",0.6724,1
"2714","guardian bolivia climate change talks to give poor a voice","Y",0.6528,0
"2715","global warming energy via","Y",1,0
"2716","global warming manufactured by intellectuals causes of global warming","N",1,1
"2717","you global warming manufactured by intellectuals peter m robinson o","N",0.6507,1
"2718","great global warming collapse h t","N",0.6745,1
"2719","whoa as the science scandals keep coming the air has gone out of the climate change movement","N",1,1
"2720","global warming faster green a","Y",1,0
"2721","shrinking water resources a major climate change impact news","Y",0.6342,0
"2722","p ways to stop global warming devil deserves its due","Y",1,0
"2723","worse what if we should be a crushing cold winter due to the solar min and we are not because of climate change","Y",0.6555,0
"2724","what would a year without summer due only to an intense solar minimum i e imply for climate change efforts won t get this","Y",1,0
"2725","economic and social consequences of global warming association of british insurers o","Y",0.6807,0
"2726","ways to stop global warming p are all of these ways to stop global warming","Y",0.6648,0
"2727","audi green police will play right into all the crazy fears of the right wing global warming deniers","Y",1,0
"2728","great global warming collapse warmers","N",0.4818,1
"2729","view of the near record show storm over washington global warming ha ha","N",1,1
"2730","y global warming skepticism finally made it to latin america","N",1,1
"2731","ocean a global warming","Y",1,0
"2732","global warming swindle vice chairman thinks its glaciers gaffe has increased its","N",0.6292,1
"2733","yeah totally so when snow melts they can show evidence no will global warming mean more snow","N",1,1
"2734","climate compass of the pew center on global climate change","Y",0.6857,0
"2735","damn global warming to inches by tomorrow","Y",0.6287,0
"2736","hmm it s february of snow in and the sun is shining on the grass in global warming or karma","N",1,1
"2737","al gore preached his climate change he wanted us all but after all was said done the evidence t","N",1,1
"2738","al gore preached his climate change he wanted us all but after all was said done the evidence t","N",1,1
"2739","global warming facts world leaders back embattled","Y",0.6845,0
"2740","months ago global warming means no snow or cold in","Y",0.6748,0
"2741","despite the sceptics climate change must remain a priority","Y",1,0
"2742","met office blocked role of leading scientist in climate change row t want truth out there","N",0.5087,1
"2743","in now it s freezing cold its really bad s i bet those folks could really use some of al gore s global","N",0.7189,1
"2744","in now it s freezing cold its really bad s i bet those folks could really use some of al gore s global","N",0.655,1
"2745","in now it s freezing cold its really bad s i bet those folks could really use some of al gore s global","N",0.6915,1
"2746","al gore preached his climate change he wanted us all to but after all was said done the evidence t","N",1,1
"2747","al gore preached his climate change he wanted us all to but after all was said done the evidence t","N",0.635,1
"2748","if global warming is it cold editorial cartoonists are not scientists in other words","N",1,1
"2749","great global warming collapse","N",1,1
"2750","stop picking on juan he had to walk to the studio it s that damned global warming i tell ya","N",0.6505,1
"2751","great pic of weather caused by global warming alarmists hell yes","N",1,1
"2752","phony climate change agenda used in australia to force expensive home inspections","N",0.682,1
"2753","great unraveling professional global warming alarmists better think about looking for new jobs","N",1,1
"2754","national preach in on global warming happens do i hear an amen","Y",0.6999,0
"2755","climate summit bob change in o","Y",0.6662,0
"2756","p global warming wont melt ignorance g spot","Y",0.6856,0
"2757","inches of snow in winter everywhere no global warming yet the myth persists","N",1,1
"2758","snow piles up paralyzing nation s capital i climate change there is very mild winter in so far w","Y",0.4831,0
"2759","you re bluffing is overwhelming consensus among climate scientists for the basic global warming narrative","Y",1,0
"2760","global warming conference canceled lack of interest do they get it","N",0.6517,1
"2761","enlisting a drug discovery technique in the battle against global warming","Y",0.7164,0
"2762","has a problem with global warming al gore global warming","N",0.6642,1
"2763","magazine has a problem with global warming norwegian committee","Y",0.6691,0
"2764","if global warming is it cold a small collection of editorial cartoons for your amusement","N",0.8123,1
"2765","india forms new climate change body warmers","Y",0.667,0
"2766","global warming p global warming","N",0.5901,1
"2767","i think the report is valuable in terms of visible observable climate change impacts in the us right now but no","Y",1,0
"2768","be interesting if a liberal congressman in washington does a speech about the evils of global warming in the house chamber","N",0.6834,1
"2769","global warming study says arctic ice melt to cost global economy","Y",1,0
"2770","study says arctic ice melt to cost global economy panel on climate change","Y",0.708,0
"2771","facts brushed over by global warming fanatics al gore global warming","N",1,1
"2772","global warming full of uncertainties admit climate scientists warmers","N",1,1
"2773","i think we can all agree this disaster proves once and for all that global warming t exist","N",1,1
"2774","should we worry about climate change climate scientist at says no john christy the distinguished","N",0.6643,1
"2775","climate change data manipulated for years news","N",1,1
"2776","police question global warming sceptic scientist over leak","Y",0.4953,0
"2777","you can demand clean energy you can fight climate change join","Y",1,0
"2778","global warming skeptics a penn state scientist in hot seat over e mails","N",0.7079,1
"2779","a penn state scientist in hot seat over e mails o global warming skeptics","N",0.7259,1
"2780","work for to are you looking to make a change in the world","Y",1,0
"2781","just how entertaining can climate green","Y",0.6818,0
"2782","fossil fuels and climate change are national vladimir s includes great charts","Y",1,0
"2783","good luck what can our families do to help stop global warming","Y",1,0
"2784","global warming data saying glaciers to melt by proven false news","N",0.479,1
"2785","stop global climate yes its still warming","Y",1,0
"2786","just as record cold shows global warming think of a falling dow rising unemployment as sign of sound economy via","Y",0.6781,0
"2787","if the climate changes long enough the culture will change i e harvard university via glen","Y",1,0
"2788","to change is not a good thing ask the climate michael scott","Y",1,0
"2789","global warming is the bane of my existence","N",0.6577,1
"2790","sec demands u s firms disclose global shareholders","Y",1,0
"2791","new post proposed climate change legislation in wisconsin would help economy brighten state s energy future","Y",0.6727,0
"2792","burning gallon of gas creates of carbon dioxide a major contributor to global warming with us","Y",1,0
"2793","is global warming and other liberal sacred cows a secular","N",1,1
"2794","how climate change fanatics corrupted science michael","N",0.7167,1
"2795","climate change unravels","N",1,1
"2796","gets climate change bronze olympics","Y",0.6897,0
"2797","check british inquiry finds no distortion of climate change data science","Y",0.654,0
"2798","ban global warming s pilot episode","Y",1,0
"2799","o from maple syrup to snow pack global warming happening here and stop global warming","Y",1,0
"2800","p scenes from the climate wars global warming for kids","Y",0.6697,0
"2801","debunking the deniers of global warming page global warming swindle","Y",0.6512,0
"2802","new ozone standards could contribute to warming o global warming for kids","Y",1,0
"2803","is no clean coal but an energy and climate bill global warming solutions","Y",0.6719,0
"2804","global warming no clean coal but an energy and climate bill","Y",1,0
"2805","photo it s snowing so global warming is a myth anti intellectualism at its finest","Y",1,0
"2806","i had this argument with people re global warming v climate change don t use facts or logics like we do","Y",0.5114,0
"2807","in washington spurs climate change doubters it right climate is what we expect we","Y",0.4961,0
"2808","in washington spurs climate change doubters it right climate is what we expect we","N",0.6585,1
"2809","snow is trending where is al go the expert on global warming been lately want hear what he has say about record breaking snow fall","N",1,1
"2810","earth s polar ice sheets vulnerable to even moderate global warming new much of southern f","Y",1,0
"2811","global warming crisis strikes cambridge massachusetts scare main pictures worth t c","Y",0.6446,0
"2812","global warming dent s el o s protective shield from hurricanes increase droughts","Y",1,0
"2813","senate global warming meeting on hold from record snow fall yes this disproves global warming if illiterate","N",1,1
"2814","fox news has al gore s book on global warming in the snow during one of their straight news shows","Y",0.6805,0
"2815","video s brewer claims heavy snowfall proves global warming","Y",1,0
"2816","no snow does not disprove global warming","Y",1,0
"2817","frame global warming causes snowstorm in d c","Y",1,0
"2818","so if snow during the winter disproves global warming does a hot day during summer prove it","N",0.4805,1
"2819","so if snow during the winter disproves global warming does a hot day during summer prove it","Y",1,0
"2820","so if snow during the winter disproves global warming does a hot day during summer prove it","N",0.4748,1
"2821","dear climate change deniers u ever heard of the southern hemisphere it had the hottest on record","Y",1,0
"2822","climate change skeptics checks from newspaper the world s l","Y",0.775,0
"2823","new federal office for global warming washington amid the growing fight over the accuracy of climate data","Y",0.6181,0
"2824","big fears us seeks to control us economically thru higher taxes via social guilt mandates like child obesity or global warming","N",0.6904,1
"2825","when democrats regained house control priority switched to global warming as primary concern senseless","N",1,1
"2826","power elite enrich themselves by pushing social agendas on us child obesity global warming al gore made over mil","Y",0.4606,0
